description,Array,Dynamic Programming,String,Math,Tree,Depth-first Search,Greedy,Hash Table,Binary Search,Breadth-first Search,Sort,Two Pointers,Backtracking,Stack,Design,Graph,Bit Manipulation,Heap,Linked List,Recursion,Union Find,Sliding Window,Trie,Divide and Conquer,Segment Tree,Ordered Map,Queue,Minimax,Geometry,Binary Indexed Tree,Brainteaser,Topological Sort,Line Sweep,Random,Dequeue,Binary Search Tree,Suffix Array,Rolling Hash,Reservoir Sampling,Rejection Sampling,Memoization,OOP,Meet in the Middle
"Given two integers ""x"" and ""y"", which represent your current position in a Cartesian grid: ""(x, y)"". You also get an array ""points"" where each ""points[i] = [ai, bi]"" represents a point that exists at ""(ai, bi)"". A point is valid if it shares the same x-coordinate or the same y-coordinate as your location.

Returns the index (0 indexed) of a valid point with the smallest Manhattan distance from your current location. If there are more than one, return the valid point with the smallest index. Returns ""-1"" if there are no valid points.

The Manhattan distance between two points ""(x1, y1)"" and ""(x2, y2)"" is ""abs(x1 - x2) + abs(y1 - y2)"".


Example 1:
Input: x = 3, y = 4, points = [[1,2],[3,1],[2,4],[2,3],[4,4]]
Output: 2
Explanation: Of all the points, only [3,1], [2,4] and [4,4] are valid. Of the valid points, [2,4] and [4,4] have the smallest Manhattan distance of 1 from your current location. [2,4] has the smallest index, so 2 is returned.


Example 2:
Input: x = 3, y = 4, points = [[3,4]]
output: 0
Instructions: Allow answers to be the same as your current location.


Example 3:
Input: x = 3, y = 4, points = [[2,3]]
Output: -1
Explanation: There are no valid points.


constraint:
`1 <= points.length <= 104`
`points[i].length == 2`
`1 <= x, y, ai, bi <= 104`",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an integer ""n"", return ""true"" if ""n"" can be expressed as a sum of three different powers. Otherwise, return ""false"".

An integer y is a power of 3 if there exists an integer x such that y == 3x.


Example 1:
Input: n = 12
output: true
Explanation: 12 = 31 + 32

Example 2:
Input: n = 91
output: true
Explanation: 91 = 30 + 32 + 34

Example 3:
Input: n = 21
output: error

constraint:
`1 <= n <= 107`",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The beauty of strings is the difference in frequency between the most and least frequently occurring characters.

For example, the beauty of `""abaacc""` is `3 - 1 = 2`.

Given a string s, return the sum of the beauty of all its substrings.


Example 1:
Input: s = ""aabcb""
Output: 5
Explanation: The substrings with a non-zero aesthetic are [""aab"",""aabc"",""aabcb"",""abcb"",""bcb""], each with an aesthetic equal to 1.


Example 2:
Input: s = ""aabcbaa""
Output: 17

constraint:
`1 <= s.length <= 500`
`s` contains only lowercase English letters.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an undirected graph, denoted by an integer ""n"", ""n"" is the number of nodes, ""edges"" means ""edges[i] = [ui, vi]"", indicating that there are undirected edges between ""ui""` and `vi`. You also get an integer array ""queries"".

The answer to the ""jth"" query is the number of pairs of nodes ""(a, b)"" that satisfy the following conditions:
`a < b`
`cnt` is strictly greater than `queries[j]`, where `cnt` is the number of edges incident to `a` or `b`.

Returns an array answers such that answers.length == queries.length and answers[j] is the answer to the jth query.

Note that there can be duplicate edges.


Example 1:
Input: n = 4, edges = [[1,2],[2,4],[1,3],[2,3],[2,1]], query = [2,3]
Output: [6,5]
Explanation: The number of edges incident to at least one of each pair is given above.


Example 2:
Input: n = 5, edges = [[1,5],[1,5],[3,4],[2,5],[1,3],[5,1],[2,3] ,[2,5]], query = [1,2,3,4,5]
Output: [10,10,9,8,6]

constraint:
`2 <= n <= 2 * 104`
`1 <= edges.length <= 105`
`1 <= ui, vi <= n`
`ui != vi`
`1 <= queries.length <= 20`
`0 <= queries[j] < edges.length`",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a binary string `s` without leading zeros, return `true` if `s` contains at most one consecutive 1 segment. Otherwise, return ""false"".


Example 1:
Input: s = ""1001""
output: error
Explanation: These do not constitute contiguous segments.


Example 2:
Input: s = ""110""
output: true

constraint:
`1 <= s.length <= 100`
`s[i]` is either ""0"" or ""1"".

`s[0]` is `'1'`.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an integer array ""nums"" and two integers ""limit"" and ""goal"". The array `nums` has an interesting property `abs(nums[i]) <= limit`.

Returns the minimum number of elements that need to be added to make the sum of the array equal to ""target"". The array must maintain its abs(nums[i]) <= limit property.

Note that `abs(x)` is equal to `x` if `x >= 0`, and `-x` otherwise.


Example 1:
Input: nums = [1,-1,1], limit = 3, goal = -4
Output: 2
Explanation: -2 and -3 can be added, the sum of the array will be 1 - 1 + 1 - 2 - 3 = -4.


Example 2:
Input: nums = [1,-10,9,1], limit = 100, target = 0
Output: 1

constraint:
`1 <= nums.length <= 105`
`1 <= limit <= 106`
`-limit <= nums[i] <= limit`
`-109 <= target <= 109`",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There exists an undirected weighted connected graph. Given a positive integer ""n"", indicating that there are ""n"" nodes in the graph, labeled ""1"" to ""n"", and an array ""edges"", where each ""edges[i] = [ui, vi, weighti]”` means that there is an edge between nodes ui and vi, whose weight is equal to weighti.

A path from node ""start"" to node ""end"" is a sequence of nodes ""[z0, z1, z2, ..., zk]"" such that ""z0 = start"" and ""zk = end"" and has an edge at "" zi"" and ""zi+1"", where ""0 <= i <= k-1"".

The distance of a path is the sum of the weights on the edges of the path. Let distanceToLastNode(x) denote the shortest distance of the path between node n and node x. A restricted path is a path that also satisfies ""distanceToLastNode(zi) > distanceToLastNode(zi+1)"", where ""0 <= i <= k-1"".

Returns the number of restricted paths from node ""1"" to node ""n"". Since the number might be too large, return it modulo 109 + 7 .


Example 1:
Input: n = 5, edges = [[1,2,3],[1,3,3],[2,3,1],[1,4,2],[5,2,2],[ 3,5,1],[5,4,10]]
Output: 3
Explanation: Each circle contains the node number in black and the `distanceToLastNode value in blue. `The three restricted paths are:
1) 1 --> 2 --> 5
2) 1 --> 2 --> 3 --> 5
3) 1 --> 3 --> 5

Example 2:
Input: n = 7, edges = [[1,3,1],[4,1,2],[7,3,4],[2,5,3],[5,6,1],[ 6,7,2],[7,5,3],[2,6,4]]
Output: 1
Explanation: Each circle contains the node number in black and the `distanceToLastNode value in blue. `The only restricted path is 1 --> 3 --> 7.


constraint:
`1 <= n <= 2 * 104`
`n - 1 <= edges.length <= 4 * 104`
`edge[i].length == 3`
`1 <= ui, vi <= n`
`ui != vi`
`1 <= weight <= 105`
There is at most one edge between any two nodes.

There is at least one path between any two nodes.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You are given an array `nums` and an integer `k`. XOR of the segment `[left, right]`, where `left <= right` is the `XOR` of all elements with indices between `left` and `right`, including: `nums[left] XOR nums[left + 1] XOR ... XOR nums[right]`.

Returns the minimum number of elements in the array to be changed such that the `XOR` of all segments of size `k` equals zero.


Example 1:
Input: nums = [1,2,0,3,0], k = 1
Output: 3
Explanation: Modify the array from [1,2,0,3,0] to [0,0,0,0,0].


Example 2:
Input: nums = [3,4,5,2,1,7,3,4,7], k = 3
Output: 3
Explanation: Modify the array from [3,4,5,2,1,7,3,4,7] to [3,4,7,3,4,7,3,4,7].


Example 3:
Input: nums = [1,2,4,1,2,5,1,2,6], k = 3
Output: 3
Explanation: Modify the array from [1,2,4,1,2,5,1,2,6] to [1,2,3,1,2,3,1,2,3].


constraint:
`1 <= k <= nums.length <= 2000`
` 0 <= nums[i] < 210`",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There is a garden with n flowers, each of which has an integer beauty value. Flowers lined up. Given an integer array flowers of size n, each flowers[i] represents the beauty of the ith flower.

Gardens are valid if they meet the following criteria:
There are at least two flowers in the garden.

The first and last flower of a garden have the same beauty value.

As the designated gardener, you can remove any (or none) flowers from your garden. You want to remove the flowers in a way that makes the rest of the garden work. The beauty of the garden is the sum of the beauty of all remaining flowers.

Returns the maximum possible beauty of a valid garden after removing any (possibly none) flowers.


Example 1:
Input: flower = [1,2,3,1,2]
Output: 8
Explanation: You can generate valid gardens [2,3,1,2] such that their total beauty is 2 + 3 + 1 + 2 = 8.


Example 2:
Input: flower = [100,1,1,-3,1]
Output: 3
Explanation: You can generate valid gardens [1,1,1] such that their total beauty is 1 + 1 + 1 = 3.


Example 3:
Input: flower = [-1,-2,0,-1]
Output: -2
Explanation: You can generate valid gardens [-1,-1] such that their total beauty is -1 + -1 = -2.


constraint:
`2 <= flowers.length <= 105`
`-104 <= flower[i] <= 104`
An effective garden can be created by removing some (possibly none) of the flowers.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given two strings ""s1"" and ""s2"" of equal length. A string swap is an operation where you select two indices (not necessarily different) in a string and swap the characters at those indices.

Returns ""true"" if two strings can be made equal by performing at most one string swap on one of the strings. Otherwise, return ""false"".


Example 1:
Input: s1 = ""bank"", s2 = ""kanb""
output: true
Explanation: For example, swap the first and last characters of s2 to get ""bank"".


Example 2:
Input: s1 = ""attack"", s2 = ""defend""
output: error
Explanation: It is not possible to make them equal with a single string swap.


Example 3:
Input: s1 = ""kelb"", s2 = ""kelb""
output: true
Explanation: The two strings are already equal, so there is no need for a string swap operation.


Example 4:
Input: s1 = ""abcd"", s2 = ""dcba""
output: error

constraint:
`1 <= s1.length, s2.length <= 100`
`s1.length == s2.length`
`s1` and `s2` consist of lowercase English letters only.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There is an undirected star graph consisting of ""n"" nodes labeled ""1"" to ""n"". A star graph is a graph that has a central node and exactly ""n - 1"" edges connecting the central node to all other nodes.

Given a two-dimensional integer array ""edges"", where each ""edges[i] = [ui, vi]"" represents an edge between nodes ""ui"" and ""vi"". Returns the center of the given star map.


Example 1:
Input: edges = [[1,2],[2,3],[4,2]]
Output: 2
Explanation: As shown in the diagram above, node 2 is connected to all other nodes, so 2 is the center.


Example 2:
Input: edges = [[1,2],[5,1],[1,3],[1,4]]
Output: 1

constraint:
`3 <= n <= 105`
`edges. length == n - 1`
`edge[i].length == 2`
`1 <= ui, vi <= n`
`ui != vi`
A given ""edge"" represents a valid star map.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There is a school that has classes of students and each class will have a final exam. Given a two-dimensional array of integers ""classes"", where ""classes[i] = [passi, totali]"". You know in advance that in the ith class, there are total `totali` students, but only `passi` students will pass the exam.

You also get an integer ""extraStudents"". There is another `extraStudents` of outstanding students who are guaranteed to pass the exams of any class they are assigned to. You want to assign each `extraStudents` student to a class in a way that maximizes the average pass rate across all classes.

The pass rate for a class is equal to the number of students in the class who passed the exam divided by the total number of students in the class. The average pass rate is the sum of the pass rates for all classes divided by the number of classes.

Returns the maximum possible average pass rate after assigning extraStudents students. Answers within 10-5 of the actual answer will be accepted.


Example 1:
Input: classes = [[1,2],[3,5],[2,2]], `extraStudents` = 2
Output: 0.78333
Instructions: You can assign these two additional students to the first class. The average pass rate will be equal to (3/4 + 3/5 + 2/2) / 3 = 0.78333.


Example 2:
Input: classes = [[2,4],[3,9],[4,5],[2,10]], `extraStudents` = 4
Output: 0.53485

constraint:
`1 <= classes.length <= 105`
`class[i].length == 2`
`1 <= passi <= totalli <= 105`
`1 <= extraStudents <= 105`",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an integer array ""nums"" (starting at 0) and an integer ""k"".

The score of the subarray ""(i, j)"" is defined as ""min(nums[i], nums[i+1], ..., nums[j]) * (j - i + 1)"". A good subarray is one where `i <= k <= j`.

Return the largest possible score for a good subarray.


Example 1:
Input: nums = [1,4,3,7,4,5], k = 3
Output: 15
Explanation: The optimal subarray is (1, 5), and the score is min(4,3,7,4,5) * (5-1+1) = 3 * 5 = 15.

Example 2:
Input: nums = [5,5,4,5,4,1,1,1], k = 0
Output: 20
Explanation: The optimal subarray is (0, 4), and the score is min(5,5,4,5,4) * (4-0+1) = 4 * 5 = 20.


constraint:
`1 <= nums.length <= 105`
`1 <= nums[i] <= 2 * 104`
`0 <= k < nums.length`",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given two strings ""firstString"" and ""secondString"", which are indexed from 0 and consist of lowercase English letters only. Count the number of index quadruples `(i,j,a,b)` that satisfy the following conditions:
`0 <= i <= j < firstString.length`
`0 <= a <= b < secondString.length`
The substring in `firstString` starting at the ith character and ending at the jth character (inclusive) is equal to the substring in `secondString` starting at the ath character and ending at the `bth` character (inclusive).

`j - a` is the smallest possible value among all four-tuples satisfying the preceding conditions.

Return the number of such quadruples.


Example 1:
Input: firstString = ""abcd"", secondString = ""bccda""
Output: 1
Explanation: The quadruple (0,0,4,4) is the only one that satisfies all conditions and minimizes j - a.


Example 2:
Input: firstString = ""ab"", secondString = ""cd""
output: 0
Explanation: There is no quadruple that satisfies all conditions.


constraint:
`1 <= firstString.length, secondString.length <= 2 * 105`
Both strings contain only lowercase English letters.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an alphanumeric string s, return the second largest number that occurs in s, or -1 if it does not exist.

Alphanumeric strings are strings of lowercase English letters and numbers.


Example 1:
Input: s = ""dfa12321afd""
Output: 2
Explanation: The numbers appearing in s are [1, 2, 3]. The second largest number is 2.


Example 2:
Input: s = ""abc1111""
Output: -1
Explanation: The number appearing in s is [1]. There is no second largest number.

constraint:
`1 <= s.length <= 500`
`s` contains only lowercase English letters and/or numbers.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There is an authentication system that uses authentication tokens. For each session, the user will receive a new auth token which will expire `timeToLive` seconds after `currentTime`. If the token is renewed, the expiration time will be extended to `timeToLive` seconds after the (possibly different) `currentTime`.

Implement the ""AuthenticationManager"" class:
`AuthenticationManager(int timeToLive)` constructs `AuthenticationManager` and sets `timeToLive`.

`generate(string tokenId, int currentTime)` generates a new token with the given `tokenId` at the given `currentTime` in seconds.

`renew(string tokenId, int currentTime)` renews the non-expired token with the given `tokenId` at the given currentTime in seconds. If there is no unexpired token for the given `tokenId`, the request will be ignored and nothing will happen.

`countUnexpiredTokens(int currentTime)` returns the number of unexpired tokens given currentTime.

Note that if a token expires at time `t`, and another operation occurs at time `t` (`renew` or `countUnexpiredTokens`), the expiration occurs before the other operation.


Example 1:
enter
[""AuthenticationManager"", ""`renew`"", ""generate"", ""`countUnexpiredTokens`"", ""generate"", ""`renew`"", ""`renew`"", ""`countUnexpiredTokens`""]
[[5], [""aaa"", 1], [""aaa"", 2], [6], [""bbb"", 7], [""aaa"", 8], [""bbb"", 10], [ 15]]
output
[empty, empty, empty, 1, empty, empty, empty, 0]
explain
AuthenticationManager authenticationManager = new AuthenticationManager(5); // Construct AuthenticationManager with `timeToLive` = 5 seconds.

authenticationManager.`renew`(""aaa"", 1); // There is no token with tokenId ""aaa"" at time 1, so nothing happens.

authenticationManager.generate(""aaa"", 2); // Generate a new token with tokenId ""aaa"" at time 2.

authenticationManager.`countUnexpiredTokens`(6); // The token whose tokenId is ""aaa"" is the only one that has not expired at the 6th moment, so it returns 1.

authenticationManager.generate(""bbb"", 7); // Generate a new token with tokenId ""bbb"" at time 7.

authenticationManager.`renew`(""aaa"", 8); // The token whose tokenId is ""aaa"" expires at time 7, and 8 >= 7, so the `renew` request is ignored at time 8, and nothing happens.

authenticationManager.`renew`(""bbb"", 10); // The token with tokenId ""bbb"" did not expire at time 10, so the `renew` request is complete and the token will now expire at time 15.

authenticationManager.`countUnexpiredTokens`(15); // The token whose tokenId is ""bbb"" expires at the 15th moment, and the token whose tokenId is ""aaa"" expires at the 7th moment, so there is currently no unexpired token, so return 0.


constraint:
`1 <= time to live <= 108`
`1 <= current time <= 108`
`1 <= tokenId.length <= 5`
`tokenId` consists of lowercase letters only.

All calls to `generate` will include a unique value for `tokenId`.

The value of currentTime will be strictly incremented in all function calls.

Up to 2000 calls will be made to all combined functions.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an integer array `coins` of length `n` representing the `n` coins you own. The value of the ith coin is coins[i]. If you can choose some of your `n` coins such that their sum of value is `x`, you create some value `x`.

Returns the maximum number of consecutive integer values ​​you can generate with coins starting at and including ""0"".

Note that you may own multiple coins of the same value.


Example 1:
Input: coins = [1,3]
Output: 2
Description: You can set the following values:
- 0: take []
- 1: Take [1]
You can make 2 consecutive integer values ​​starting from 0.


Example 2:
Input: coins = [1,1,1,4]
Output: 8
Description: You can set the following values:
- 0: take []
- 1: Take [1]
- 2: take [1,1]
- 3: take [1,1,1]
- 4: Take [4]
- 5: take [4,1]
- 6: Take [4,1,1]
- 7: Take [4,1,1,1]
You can create 8 consecutive integer values ​​starting from 0.


Example 3:
Input: nums = [1,4,10,3,1]
Output: 20

constraint:
`coins.length == n`
`1 <= n <= 4 * 104`
`1 <= coins[i] <= 4 * 104`",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given `nums`, which is an array of positive integers of size `2 * n`. You must perform ""n"" operations on this array.

In the ith operation (starting at 1), you will:
Selects two elements, `x` and `y`.

Obtain the score of `i * gcd(x, y)`.

Remove `x` and `y` from `nums`.

Returns the highest score that can be obtained after performing 'n' operations.

The function `gcd(x, y)` is the greatest common divisor of `x` and `y`.


Example 1:
Input: nums = [1,2]
Output: 1
Explanation: The optimal choice of operation is:
(1 * gcd(1, 2)) = 1

Example 2:
Input: nums = [3,4,6,8]
Output: 11
Explanation: The optimal choice of operation is:
(1 * gcd(3, 6)) + (2 * gcd(4, 8)) = 3 + 8 = 11

Example 3:
Input: nums = [1,2,3,4,5,6]
Output: 14
Explanation: The optimal choice of operation is:
(1 * gcd(1, 5)) + (2 * gcd(2, 4)) + (3 * gcd(3, 6)) = 1 + 4 + 9 = 14

constraint:
`1 <= n <= 7`
`nums.length == 2 * n`
`1 <= nums[i] <= 106`",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an array `nums` of positive integers, return the largest possible sum of the ascending subarrays in `nums`.

A subarray is defined as a contiguous sequence of numbers in the array.

The subarray ""[numsl, numsl+1, ..., numsr-1, numsr]"" is ascending if for all ""i"" where ""l <= i < r"", ""numsi < numsi+1"". Note that subarrays of size ""1"" are in ascending order.


Example 1:
Input: nums = [10,20,30,5,10,50]
Output: 65
Explanation: [5,10,50] is an ascending subarray with a maximum sum of 65.


Example 2:
Input: nums = [10,20,30,40,50]
Output: 150
Explanation: [10,20,30,40,50] is an ascending subarray whose maximum sum is 150.


Example 3:
Input: nums = [12,17,15,13,10,11,12]
Output: 33
Explanation: [10,11,12] is an ascending subarray with a maximum sum of 33.


Example 4:
Input: nums = [100,10,1]
Output: 100

constraint:
`1 <= nums.length <= 100`
`1 <= nums[i] <= 100`",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a two-dimensional array of integers ""orders"", each of which ""orders[i] = [pricei, amounti, orderTypei]"" indicates that an order ""amounti"" of type ""orderTypei"" has been placed at price ""pricei"". `orderTypei` is:
`0` for a batch of `buy` orders, or
`1` if it is a batch of `sell` orders.

Note that `orders[i]` represents a batch of `amounti` independent orders with the same price and order type. For all valid `i`, all orders represented by `orders[i]` will be placed before all orders represented by `orders[i+1]`.

There is a backlog of orders that has not yet been executed. The backlog is initially empty. When an order is placed, the following happens:
If the order is a ""buy"" order, look at the lowest priced ""sell"" order in the backlog. If the price of this ""sell"" order is less than or equal to the price of the current ""buy"" order, they will be matched and executed, and the ""sell"" order will be removed from the backlog. Otherwise, a ""buy"" order is added to the backlog.

Vice versa, if the order is a ""sell"" order, look at the highest priced ""buy"" order in the backlog. If the price of this ""buy"" order is greater than or equal to the price of the current ""sell"" order, they will be matched and executed, and the ""buy"" order will be removed from the order backlog. Otherwise, a ""sell"" order will be added to the backlog.

After all orders have been placed from the input, return the total number of orders in the backlog. Since this number can be large, it is returned modulo 109 + 7.


Example 1:
Input: Order = [[10,5,0],[15,2,1],[25,1,1],[30,4,0]]
Output: 6
Explanation: Here's what happens with the order:
- 5 buy type orders with a price of 10 are placed. There are no sell orders, so 5 orders are added to the pending orders.

- 2 sell orders at a price of 15 are placed. There are no buy orders with a price greater than or equal to 15, so 2 orders are added to the pending orders.

- 1 sell order at price 25 is placed. There is no buy order with a price greater than or equal to 25 in the pending order, so add this order to the pending order.

- Placed 4 buy type orders with a price of 30. The first 2 orders are matched with the 2 sell orders with the lowest price, which is 15, and these 2 sell orders are removed from the backlog. The 3rd order matches the lowest priced sell order at 25, which is removed from the backlog. Then, there are no more sell orders in the backlog, so a 4th order is added to the backlog.

Finally, there are 5 buy orders at price 10 and 1 buy order at price 30 in the backlog. So the total number of orders in the backlog is 6.


Example 2:
Input: Order = [[7,1000000000,1],[15,3,0],[5,999999995,0],[5,1,1]]
Output: 999999984
Explanation: Here's what happens with the order:
- 109 sell orders at price 7 are placed. There is no buy order, so 109 orders are added to the pending orders.

- 3 buy type orders with a price of 15 are placed. They match the 3 lowest priced sell orders, which is 7, and remove these 3 sell orders from the backlog.

- 999999995 buy type orders at price 5 are placed. The minimum price for a sell order is 7, so 999999995 orders are added to the pending order.

- 1 sell order at price 5 is placed. It matches the buy order with the highest price, which is 5, and that buy order is removed from the backlog.

Finally, the backlog has (1000000000-3) sell orders at price 7, and (999999995-1) buy orders at price 5. So the total number of orders = 1999999991, which equals 999999984 % (109 + 7).


constraint:
`1 <= orders.length <= 105`
`Orders[i].length == 3`
`1 <= pricei, amount <= 109`
`orderTypei` is `0` or `1`.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given three positive integers: `n`, `index` and `maxSum`. You want to construct an array `nums` (0-indexed) that satisfies the following conditions:
`nums. length == n`
`nums[i]` is a positive integer where `0 <= i < n`.

`abs(nums[i] - nums[i+1]) <= 1` where `0 <= i < n-1`.

The sum of all elements of `nums` does not exceed `maxSum`.

`nums[index]` is maximized.

Return `nums[index]` of the constructed array.

Note that `abs(x)` is equal to `x` if `x >= 0`, and `-x` otherwise.


Example 1:
Input: n = 4, index = 2, maxSum = 6
Output: 2
Explanation: nums = [1,2,2,1] is an array that satisfies all conditions.

There is no array that satisfies all conditions and nums[2] == 3, so 2 is the maximum value of nums[2].


Example 2:
Input: n = 6, index = 1, maxSum = 10
Output: 3

constraint:
`1 <= n <= maxSum <= 109`
`0 <= index < n`",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a (0-indexed) integer array ""nums"" and two integers ""low"" and ""high"", return the number of nice pairs.

A good pair is a pair `(i, j)` where `0 <= i < j < nums.length` and `low <= (nums[i] XOR nums[j]) <= high`.


Example 1:
Input: nums = [1,4,2,7], low = 2, high = 6
Output: 6
Explanation: All nice pairs (i, j) are as follows:
    - (0, 1): nums[0] XOR nums[1] = 5
    - (0, 2): nums[0] XOR nums[2] = 3
    - (0, 3): nums[0] XOR nums[3] = 6
    - (1, 2): nums[1] XOR nums[2] = 6
    - (1, 3): nums[1] XOR nums[3] = 3
    - (2, 3): nums[2] XOR nums[3] = 5

Example 2:
Input: nums = [9,8,4,2,1], low = 5, high = 14
Output: 8
Explanation: All nice pairs (i, j) are as follows:
- (0, 2): nums[0] XOR nums[2] = 13
    - (0, 3): nums[0] XOR nums[3] = 11
    - (0, 4): nums[0] XOR nums[4] = 8
    - (1, 2): nums[1] XOR nums[2] = 12
    - (1, 3): nums[1] XOR nums[3] = 10
    - (1, 4): nums[1] XOR nums[4] = 9
    - (2, 3): nums[2] XOR nums[3] = 6
    - (2, 4): nums[2] XOR nums[4] = 5

constraint:
`1 <= nums.length <= 2 * 104`
`1 <= nums[i] <= 2 * 104`
`1 <= low <= high <= 2 * 104`",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gives you an even number `n`. You initially have a permutation `perm` of size `n` where `perm[i] == i` (starting at 0).

In one operation, you create a new array ""arr"", and for each ""i"":
If `i % 2 == 0`, then `arr[i] = perm[i / 2]`.

If `i % 2 == 1`, then `arr[i] = perm[n / 2 + (i - 1) / 2]`.

You would then assign `arr` to `perm`.

Returns the minimum number of non-zero operations you need to perform on perm to return the permutation to its initial value.


Example 1:
Input: n = 2
Output: 1
Explanation: Initially perm = [0,1].

After the first operation, perm = [0,1]
So only 1 operation is required.


Example 2:
Input: n = 4
Output: 2
Explanation: Initially perm = [0,1,2,3].

After the first operation, perm = [0,2,1,3]
After the second operation, perm = [0,1,2,3]
So only 2 operations are required.


Example 3:
Input: n = 6
Output: 4

constraint:
`2 <= n <= 1000`
`n` is an even number.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
